product_id,product_name,product_description,product_thumbnail,brand,standard_price,dimension,created_at,modified_at
2194,Dennis Lingo Men's Striped Slim Fit Casual Shirt for Men with Spread Collar,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61oWRDtEsrL._AC_UL320_.jpg,Dennis,376,159.7 x 98.92 x 38.91,2017-02-11 00:28:54,2017-06-26 07:52:33
2195,ALMORA Men's Solid Slim Fit Satin Lycra Casual Shirt with Concealed Button Down & Full Sleeves,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81EBB11GU7L._AC_UL320_.jpg,ALMORA,676,12.1 x 50.34 x 2.88,2022-02-25 16:01:37,2022-07-10 23:25:16
2196,Parx Solid Slim Fit Cutaway Collar Full Sleeve Shirts (Size :- 44) Green Men Solid Regular fit Casual Shirt(XMSS08587-N2-4...,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81lSZ16V4CL._AC_UL320_.jpg,Parx,559,69.7 x 93.38 x 37.34,2019-07-25 18:07:54,2019-12-08 01:31:33
2197,MUFTI Solid Cotton Linen Blend Slim Fit Men's Casual Shirt,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Qbo31u0yL._AC_UL320_.jpg,MUFTI,644,123.9 x 31.1 x 95.61,2020-06-01 23:53:35,2020-10-15 07:17:14
2198,Amazon Brand - House & Shields Men Shirt,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",https://m.media-amazon.com/images/I/91yFj0P7dDL._AC_UL320_.jpg,Amazon,344,20.9 x 17.58 x 89.99,2020-09-01 05:44:07,2021-01-14 13:07:46
2199,ACCOX Men's Striped Full Long Sleeves Regular Fit Cotton Formal Shirts(GCR59),"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",https://m.media-amazon.com/images/I/617wzajGMPL._AC_UL320_.jpg,ACCOX,97,136.0 x 14.57 x 28.76,2016-02-10 21:03:47,2016-06-25 04:27:26
2200,Park Avenue Men Solid Slim fit Formal Shirt(PMSX11916-B2_Light Blue_39_Light Blue_39),"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://m.media-amazon.com/images/I/71V7jqQ8NiL._AC_UL320_.jpg,Park,419,101.4 x 55.33 x 36.01,2020-08-21 01:33:05,2021-01-03 08:56:44
2201,BASE 41 Men's Regular Fit Shirt,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://m.media-amazon.com/images/I/71+NFHaR+CL._AC_UL320_.jpg,BASE,563,29.2 x 82.22 x 7.81,2017-07-19 13:06:29,2017-12-01 20:30:08
2202,Sky Beach Men's Lycra Cotton Digital Printed Stitched Half Sleeve Casual New Shirts (New Lai),"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://m.media-amazon.com/images/I/411n5QfG5sL._AC_UL320_.jpg,Sky,300,28.9 x 46.58 x 16.57,2021-12-29 17:15:48,2022-05-14 00:39:27
2203,Kalix® Designer Imported Rich BSY (Lycra) Fabric Casual Half Sleeve Shirt for Men,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",https://m.media-amazon.com/images/I/41ubsk1YiOL._AC_UL320_.jpg,Kalix®,121,188.6 x 64.33 x 33.53,2020-11-09 23:54:48,2021-03-25 07:18:27
2204,GHPC by Arihant Men's 100% Cotton Plain Solid Full Sleeves Regular Fit Formal Shirt,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",https://m.media-amazon.com/images/I/61RUh5IJS0L._AC_UL320_.jpg,GHPC,180,45.1 x 81.76 x 61.9,2016-11-26 04:51:33,2017-04-10 12:15:12
2205,Amazon Brand - House & Shields Men's Regular Fit Casual Shirt,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",https://m.media-amazon.com/images/I/715X76+rLoL._AC_UL320_.jpg,Amazon,84,144.0 x 41.66 x 48.55,2022-06-07 10:26:20,2022-10-20 17:49:59
2206,Dennis Lingo Men's Casual Shirt,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,https://m.media-amazon.com/images/I/71dX0-7APvL._AC_UL320_.jpg,Dennis,647,145.6 x 2.48 x 56.24,2016-05-09 02:06:25,2016-09-21 09:30:04
2207,FLAGS Men's Regular Fit Casual Shirt,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",https://m.media-amazon.com/images/I/816aSLXM-1L._AC_UL320_.jpg,FLAGS,538,21.7 x 78.39 x 10.06,2017-04-09 00:57:19,2017-08-22 08:20:58
2208,KILLER Men's Slim Fit Shirt,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://m.media-amazon.com/images/I/91n-QXwRGBS._AC_UL320_.jpg,KILLER,126,133.4 x 83.68 x 95.44,2021-12-13 10:43:21,2022-04-27 18:07:00
2209,Peter England Men's Slim Fit Shirt (PESFOSLPT82853_Black,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",https://m.media-amazon.com/images/I/61lBtPaFe7L._AC_UL320_.jpg,Peter,215,34.7 x 77.87 x 22.01,2021-05-30 15:51:31,2021-10-12 23:15:10
2210,Men's Regular Fit Shirt,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",https://m.media-amazon.com/images/I/712eQSvvLmL._AC_UL320_.jpg,Men's,587,24.9 x 80.85 x 91.0,2017-12-19 17:42:37,2018-05-04 01:06:16
2211,KETCH Men's Letter Print Straight Fit Shirt (KHSH000722_Green M),"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",https://m.media-amazon.com/images/I/71At-8lNIFL._AC_UL320_.jpg,KETCH,447,35.2 x 46.5 x 57.4,2018-05-27 06:12:37,2018-10-09 13:36:16
2212,RodZen Men's Sanganeri Printed Regular Fit Cotton Casual Shirt with Spread Collar & Full Sleeves,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,https://m.media-amazon.com/images/I/71xz+hb2-KL._AC_UL320_.jpg,RodZen,666,167.4 x 27.16 x 24.76,2020-12-05 00:23:03,2021-04-19 07:46:42
2213,ZAKOD Men's Cotton Solid Check Full Sleeve Spread Collar Stylish Handsome Look Formal Shirt for Men ||Available Sizes M=3...,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,https://m.media-amazon.com/images/I/51fQrVe7kEL._AC_UL320_.jpg,ZAKOD,537,145.6 x 65.91 x 42.1,2018-07-09 02:59:52,2018-11-21 10:23:31
2214,GHPC 100% Cotton Checkered Half Sleeves Regular Fit Formal Shirt for Men,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",https://m.media-amazon.com/images/I/91-GEN121ZL._AC_UL320_.jpg,GHPC,541,111.9 x 57.42 x 20.43,2022-11-02 13:27:21,2023-03-17 20:51:00
2215,Park Avenue Men's Slim Fit Casual Shirt,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://m.media-amazon.com/images/I/9196tRkumlL._AC_UL320_.jpg,Park,423,117.8 x 16.34 x 71.64,2022-03-15 23:52:07,2022-07-29 07:15:46
2216,Dennis Lingo Men's Floral Slim Fit Cotton Casual Shirt,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",https://m.media-amazon.com/images/I/61A4ludC4QL._AC_UL320_.jpg,Dennis,266,164.2 x 24.46 x 47.63,2022-10-26 22:45:26,2023-03-11 06:09:05
2217,VASTRAMAY Men Light Blue Cotton Only Kurta (VASMK007AQ),"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",https://m.media-amazon.com/images/I/51H78RSrjML._AC_UL320_.jpg,VASTRAMAY,346,72.2 x 64.48 x 9.45,2016-10-30 22:22:34,2017-03-15 05:46:13
2218,PRIMEFAIR Men's Lycra Stretchable Regular Fit Casual Shirt,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://m.media-amazon.com/images/I/7198cVsVMXL._AC_UL320_.jpg,PRIMEFAIR,596,60.1 x 65.97 x 32.89,2021-10-28 13:31:41,2022-03-12 20:55:20
2219,FIFTH ANFOLD Men's Slim Fit Casual Shirt,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",https://m.media-amazon.com/images/I/71a4-SGGDsL._AC_UL320_.jpg,FIFTH,282,82.2 x 65.43 x 87.2,2018-11-25 23:11:06,2019-04-10 06:34:45
2220,Pepe Jeans Men Shirt,Sed ante. Vivamus tortor. Duis mattis egestas metus.,https://m.media-amazon.com/images/I/51dWLAGaasL._AC_UL320_.jpg,Pepe,686,58.9 x 62.58 x 29.73,2017-08-29 03:49:15,2018-01-11 11:12:54
2221,GETCHI Men's Plain Shiny Solid Full Sleeves Regular Fit Formal Shirts,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",https://m.media-amazon.com/images/I/61qU5o6ZreL._AC_UL320_.jpg,GETCHI,166,97.1 x 71.17 x 50.63,2021-03-10 21:07:33,2021-07-24 04:31:12
2222,ACCOX Printed Designer Cotton Half Sleeves Regular Fit Formal Shirt for Men(GCR195),"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",https://m.media-amazon.com/images/I/61cve0cby4L._AC_UL320_.jpg,ACCOX,487,178.0 x 47.23 x 65.71,2018-06-09 08:53:07,2018-10-22 16:16:46
2223,ACCOX Men's Striped Half Sleeves Regular Fit Cotton Formal Shirt(GO596),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",https://m.media-amazon.com/images/I/6174oncPpRL._AC_UL320_.jpg,ACCOX,700,7.8 x 76.55 x 69.65,2021-06-13 06:30:36,2021-10-26 13:54:15
2224,GLORYBOYZ Men's Full Sleeve Regular Fit Fashion Cotton Big Checks Shirt,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",https://m.media-amazon.com/images/I/51v92TdGuoL._AC_UL320_.jpg,GLORYBOYZ,331,35.9 x 82.69 x 90.13,2017-04-14 16:28:29,2017-08-27 23:52:08
2225,"Zartha Men Striped Casual,Shirt","Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",https://m.media-amazon.com/images/I/610I+4Zvf9L._AC_UL320_.jpg,Zartha,658,90.3 x 61.14 x 31.82,2016-10-10 01:20:17,2017-02-22 08:43:56
2226,Men's Stylish Printed Shirt Kurta,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",https://m.media-amazon.com/images/I/51QpVllAxKL._AC_UL320_.jpg,Men's,630,113.5 x 5.54 x 50.76,2019-11-10 08:21:32,2020-03-24 15:45:11
2227,Arrow Light Green Solid Formal Shirt (ARADOSH0902_40),"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",https://m.media-amazon.com/images/I/81YhK-5GPGL._AC_UL320_.jpg,Arrow,133,123.1 x 7.81 x 71.69,2017-08-09 17:30:43,2017-12-23 00:54:22
2228,HARPITA Men's Digital Ptinted Half Sleeve Shirt | Stylish Printed Casual Wear Shirt for Mens,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",https://m.media-amazon.com/images/I/91hbEqXRtQL._AC_UL320_.jpg,HARPITA,660,24.7 x 40.31 x 33.51,2022-01-05 03:40:48,2022-05-20 11:04:27
2229,"ACCOX Men's Half Sleeves Formal Regular Fit Cotton Check Shirt(Multi,GO547)","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",https://m.media-amazon.com/images/I/71DHCWJVMnL._AC_UL320_.jpg,ACCOX,607,190.2 x 64.91 x 30.78,2018-01-22 20:39:16,2018-06-07 04:02:55
2230,FIBREZA Polycotton Casual Shirt for Men|| Shirt for Men|| Men Stylish Shirt || Men Printed Shirt Pathan,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61u-9ABZ2rL._AC_UL320_.jpg,FIBREZA,491,192.5 x 61.0 x 17.01,2018-09-10 08:39:39,2019-01-23 16:03:18
2231,Parx Men Shirt,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81DQLGDO4vL._AC_UL320_.jpg,Parx,281,179.3 x 1.34 x 28.91,2022-02-01 16:49:46,2022-06-17 00:13:25
2232,GRECIILOOKS Men's Cotton Rayon Foil Printed Collar Cap Sleeve Hawaii Holiday Shirts,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61DDkTjI6VL._AC_UL320_.jpg,GRECIILOOKS,92,39.2 x 1.57 x 28.99,2021-11-03 00:59:32,2022-03-18 08:23:11
2233,Wrangler Men Shirt,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/519XfuCp8vL._AC_UL320_.jpg,Wrangler,342,63.3 x 44.73 x 37.19,2016-07-26 07:37:36,2016-12-08 15:01:15
2234,"SADVIDHYA Saffron, White, Green Tricolor Indian Flag Badge with Magnet for Suit, Shirts, Clothes for Men and Women -30 x 2...","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31KCoqwlUVL._AC_UL320_.jpg,SADVIDHYA,386,23.6 x 13.37 x 42.83,2017-12-18 05:53:12,2018-05-02 13:16:51
2235,Peter England Men Jeans,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51oTteVk-AL._AC_UL320_.jpg,Peter,146,133.9 x 68.27 x 40.1,2022-05-16 20:43:58,2022-09-29 04:07:37
2236,The Souled Store| Checks: Brown & Beige Mens and Boys Shirts|Full Sleeve|Loose fit Checks|100% Cotton Multicolored Men Uti...,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61X0nltca7L._AC_UL320_.jpg,The,57,84.9 x 8.05 x 62.14,2021-08-09 14:36:43,2021-12-22 22:00:22
2237,Panchhi Creation Men's Fancy Shirt,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51KEo7lcJiL._AC_UL320_.jpg,Panchhi,690,194.5 x 21.71 x 41.91,2020-01-16 11:10:21,2020-05-30 18:34:00
2238,U.S. POLO ASSN. Men Rust Tailored Regular Fit Check Casual Shirt,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81lgBzHrQLL._AC_UL320_.jpg,U.S.,665,157.7 x 71.86 x 93.98,2018-11-02 10:47:26,2019-03-17 18:11:05
2239,blackberrys Men's Urban Full Sleeve Slim Fit Shirt-US PR 522,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71HSuGMfFtL._AC_UL320_.jpg,blackberrys,629,175.9 x 15.32 x 55.89,2017-07-25 18:11:11,2017-12-08 01:34:50
2240,STYLETHIC Men's Slim Fit Shirt,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61yPSKbQAJL._AC_UL320_.jpg,STYLETHIC,110,124.5 x 19.53 x 98.2,2016-08-15 14:22:45,2016-12-28 21:46:24
2241,ACCOX Men's Half Sleeves Regular Fit Cotton Linen Formal Printed Checkred Shirts(GCR29),"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61BjkCXUeCS._AC_UL320_.jpg,ACCOX,519,36.7 x 20.04 x 26.74,2018-06-05 07:04:10,2018-10-18 14:27:49
2242,GLORYBOYZ Men's Half Sleeve Relaxed Fit Shirt Fashion Tropical Printed Hawaiian Aloha,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61mn0p3N84L._AC_UL320_.jpg,GLORYBOYZ,322,141.7 x 4.88 x 57.11,2016-07-19 13:18:36,2016-12-01 20:42:15
2243,JAI TEXTILES Men's Casual Slim Fit Casual Shirt,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41+xo-8q58L._AC_UL320_.jpg,JAI,437,81.5 x 80.8 x 52.56,2020-11-22 19:04:52,2021-04-07 02:28:31
2244,Linen Hub White Formal Shirt Long_Sleeve,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41wBxQMwI1L._AC_UL320_.jpg,Linen,361,152.3 x 20.65 x 89.15,2020-04-29 03:40:09,2020-09-11 11:03:48
2245,GLOBALRANG Men's Slim Fit Shirt,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61NXxyHYicL._AC_UL320_.jpg,GLOBALRANG,426,127.7 x 7.25 x 82.16,2020-03-26 19:21:26,2020-08-09 02:45:05
2246,RK HUB Men's Lycra Digital Print Casual New Shirt,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41HOVwRXr-L._AC_UL320_.jpg,RK,79,147.8 x 79.96 x 63.54,2022-02-03 12:08:37,2022-06-18 19:32:16
2247,GHPC by Arihant Men's 100% Cotton Checkered Half Sleeves Regular Fit Formal Shirt,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/A1rNwi3q2uL._AC_UL320_.jpg,GHPC,655,129.7 x 24.84 x 69.56,2022-04-21 16:39:20,2022-09-04 00:02:59
2248,Amazon Brand - Inkast Denim Co. Men's Solid Regular Casual Shirt (IK-S22-CS-01_Grey-dbl Pkt 4XL),Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71W1EoWAA1L._AC_UL320_.jpg,Amazon,153,128.7 x 74.35 x 99.06,2021-05-09 21:16:50,2021-09-22 04:40:29
